model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Qwen/Qwen3.5-0.8B,pp2048 (c1),22651.22286198646,120.70748566856653,22651.22286198646,120.70748566856653,,,,,93.97281600001861,0.4752812053488872,90.44650666667546,0.4752812053488872,93.97281600001861,0.4752812053488872
Qwen/Qwen3.5-0.8B,tg128 (c1),123.85142805377752,0.09378836039315779,123.85142805377752,0.09378836039315779,124.0,0.0,124.0,0.0,,,,,,
Qwen/Qwen3.5-0.8B,pp2048 (c2),18529.735242032108,7725.5697676215805,9697.834794844017,4172.593106603238,,,,,289.80795466667547,174.97943575032235,286.2816453333324,174.97943575032235,289.80795466667547,174.97943575032235
Qwen/Qwen3.5-0.8B,tg128 (c2),259.7358786358506,2.3761504919012686,130.661697632929,0.7370130400010773,261.7810430345581,2.3948603382941966,131.69052989775523,0.7428162922845426,,,,,,
Qwen/Qwen3.5-0.8B,pp2048 (c5),8987.86266247538,2734.9828716398583,5390.035205975747,1841.321316108184,,,,,510.97430186667526,386.69789648326065,507.4479925333323,386.6978964832607,510.97430186667526,386.69789648326065
Qwen/Qwen3.5-0.8B,tg128 (c5),314.6253289064246,31.139286639324705,119.07082780451972,3.265947743895408,478.3333333333333,15.107025591499546,121.29594197798185,3.2903104960847376,,,,,,
Qwen/Qwen3.5-0.8B,pp2048 (c10),7145.597272254973,57.52899357337735,3485.418271496257,3658.604315605412,,,,,1307.9913861333448,923.9025110816348,1304.465076800001,923.9025110816347,1307.9913861333448,923.9025110816348
Qwen/Qwen3.5-0.8B,tg128 (c10),344.656753196997,12.721173616902464,116.55433220162861,6.836123699416583,478.0,14.142135623730951,120.4815847845437,6.22958707158626,,,,,,
Qwen/Qwen3.5-0.8B,ctx_pp @ d4096 (c1),23286.736533039406,61.955641580971104,23286.736533039406,61.955641580971104,,,,,179.46461866665686,0.46897284683249446,175.9383093333137,0.46897284683249446,179.46461866665686,0.46897284683249446
Qwen/Qwen3.5-0.8B,ctx_tg @ d4096 (c1),122.29540305386297,0.29279057841357375,122.29540305386297,0.29279057841357375,122.66666666666667,0.4714045207910317,122.66666666666667,0.4714045207910317,,,,,,
