# TUNING.tsv — byte-integrity ledger for the tuning shelf (the PROMOTIONS pattern, applied to
# kernel configs). A config is served from tuning/ only with a row here binding its sha256 to a
# committed receipt. CI enforces both directions: every shelf file has a row; every row names an
# existing file (matching sha) and an existing receipt. Fields: sha256 path receipt added
3f5cfbef4210253d71d1a8fb1595b54abf0fbd7d6416171e18cd18524a48588f	tuning/vllm/E=512,N=2688,device_name=NVIDIA_GB10.json	receipts/moe-config-kernel-AB-2026-08-12.txt	2026-08-12
